fecha,pais,pais_code,socio,socio_code,exportaciones,importaciones,moneda_original
2021-07,Estados Unidos,US,Austria,AT,278416171.0,1191935377.0,USD
2021-08,Estados Unidos,US,Austria,AT,357452091.0,1308806869.0,USD
2021-09,Estados Unidos,US,Austria,AT,297310838.0,1224610421.0,USD
2021-10,Estados Unidos,US,Austria,AT,311775299.0,1423532473.0,USD
2021-11,Estados Unidos,US,Austria,AT,340006352.0,1388213745.0,USD
2021-12,Estados Unidos,US,Austria,AT,281926648.0,1694809698.0,USD
2022-01,Estados Unidos,US,Austria,AT,288695763.0,1266855150.0,USD
2022-02,Estados Unidos,US,Austria,AT,249156690.0,1358812664.0,USD
2022-03,Estados Unidos,US,Austria,AT,366722909.0,1560881560.0,USD
2022-04,Estados Unidos,US,Austria,AT,400653114.0,1326385711.0,USD
2022-05,Estados Unidos,US,Austria,AT,321435935.0,1509630816.0,USD
2022-06,Estados Unidos,US,Austria,AT,391271887.0,1582989971.0,USD
2022-07,Estados Unidos,US,Austria,AT,299120213.0,1415822271.0,USD
2022-08,Estados Unidos,US,Austria,AT,335213563.0,1543564210.0,USD
2022-09,Estados Unidos,US,Austria,AT,358673231.0,1535573213.0,USD
2022-10,Estados Unidos,US,Austria,AT,324086767.0,1496516115.0,USD
2022-11,Estados Unidos,US,Austria,AT,1023597441.0,1682304864.0,USD
2022-12,Estados Unidos,US,Austria,AT,411702634.0,1533314437.0,USD
2023-01,Estados Unidos,US,Austria,AT,647556600.0,1731416671.0,USD
2023-02,Estados Unidos,US,Austria,AT,645199696.0,1556966029.0,USD
2023-03,Estados Unidos,US,Austria,AT,537635067.0,1801435608.0,USD
2023-04,Estados Unidos,US,Austria,AT,383216529.0,1755269149.0,USD
2023-05,Estados Unidos,US,Austria,AT,387276038.0,1802556735.0,USD
2023-06,Estados Unidos,US,Austria,AT,387200960.0,1627476500.0,USD
2023-07,Estados Unidos,US,Austria,AT,420547638.0,1428062094.0,USD
2023-08,Estados Unidos,US,Austria,AT,419025892.0,1545829270.0,USD
2023-09,Estados Unidos,US,Austria,AT,382964167.0,1311129682.0,USD
2023-10,Estados Unidos,US,Austria,AT,454986598.0,1615701403.0,USD
2023-11,Estados Unidos,US,Austria,AT,477361669.0,1390049563.0,USD
2023-12,Estados Unidos,US,Austria,AT,379369715.0,1577884294.0,USD
2024-01,Estados Unidos,US,Austria,AT,401601069.0,1390582075.0,USD
2024-02,Estados Unidos,US,Austria,AT,378270235.0,1425685864.0,USD
2024-03,Estados Unidos,US,Austria,AT,323792863.0,1588523195.0,USD
2024-04,Estados Unidos,US,Austria,AT,423712614.0,1377590474.0,USD
2024-05,Estados Unidos,US,Austria,AT,393618649.0,1475281456.0,USD
2024-06,Estados Unidos,US,Austria,AT,306013630.0,1462412894.0,USD
2024-07,Estados Unidos,US,Austria,AT,342965986.0,1362428018.0,USD
2024-08,Estados Unidos,US,Austria,AT,394769351.0,1501138841.0,USD
2024-09,Estados Unidos,US,Austria,AT,402409683.0,1412378449.0,USD
